Sector_score,PARA_A,Risk_A,PARA_B,Risk_B,Money_Value,Risk_D,Score,Inherent_Risk,Audit_Risk,Risk
55.57,0,0,1.29,0.516,0,0,2.6,1.916,0.3832,0
55.57,0.7,0.14,0.79,0.158,1.91,0.382,2.4,3.28,0.656,0
55.57,0.83,0.166,0,0,0.14,0.028,2,1.594,0.3188,0
55.57,0.74,0.148,0,0,2.4,0.48,2,2.028,0.4056,0
55.57,0.2,0.04,0,0,0,0,2,1.44,0.288,0
55.57,1.4,0.56,0.06,0.012,0,0,2.2,1.972,0.3944,0
55.57,0.4,0.08,0.0025,0.0005,0,0,2,1.4805,0.2961,0
55.57,0.85,0.17,1,0.4,0.4,0.08,2.6,2.05,0.41,0
55.57,0,0,0.88,0.176,0.07,0.014,2,1.59,0.318,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,1.12,0.448,0,0,0,0,2.2,1.848,0.3696,0
55.57,1.28,0.512,0,0,0,0,2.2,1.912,0.3824,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0,0,1.16,0.464,0,0,2.6,1.864,0.3728,0
55.57,0.1,0.02,0,0,0,0,2,1.42,0.284,0
55.57,1.06,0.424,1.6,0.64,16.09,9.654,3.2,12.118,2.4236,1
55.57,0.25,0.05,0.0017,0.00034,0,0,2,1.45034,0.290068,0
55.57,0.31,0.062,0.0015,0.0003,0,0,2,1.4623,0.29246,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.84,0.168,0,0,0,0,2,1.568,0.3136,0
55.57,1.09,0.436,0,0,0,0,2.2,1.836,0.3672,0
55.57,1.29,0.516,0,0,0,0,2.2,1.916,0.3832,0
55.57,0.51,0.102,0.37,0.074,0,0,2,1.576,0.3152,0
55.57,0.09,0.018,0,0,0,0,2,1.418,0.2836,0
55.57,0.39,0.078,0.91,0.182,0,0,2,1.66,0.332,0
55.57,1.07,0.428,0,0,0,0,2.2,1.828,0.3656,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.5,0.1,2.97,1.782,0.18,0.036,3.2,3.318,0.6636,0
55.57,0.49,0.098,0.55,0.11,0,0,2,1.608,0.3216,0
55.57,0.84,0.168,0.65,0.13,0,0,2,1.698,0.3396,0
55.57,0.9,0.18,1.11,0.444,0,0,2.6,2.024,0.4048,0
55.57,0,0,0,0,0,0,2,1.4,0.28,0
55.57,0.59,0.118,0,0,0,0,2,1.518,0.3036,0
55.57,0.02,0.004,0,0,0,0,2,1.404,0.2808,0
55.57,1.48,0.592,4.48,2.688,0,0,3.4,4.68,0.936,0
55.57,0,0,3.3,1.98,0,0,3.2,3.38,0.676,0
55.57,0.8,0.16,0.57,0.114,0,0,2,1.674,0.3348,0
55.57,0.36,0.072,0.54,0.108,0.21,0.042,2,1.622,0.3244,0
55.57,0.44,0.088,0.53,0.106,0,0,2,1.594,0.3188,0
55.57,0.51,0.102,0.5,0.1,0.09,0.018,2,1.62,0.324,0
55.57,0.75,0.15,0.45,0.09,0,0,2,1.64,0.328,0
55.57,0.49,0.098,0.4,0.08,0,0,2,1.578,0.3156,0
55.57,0.47,0.094,0.37,0.074,0,0,2,1.568,0.3136,0
55.57,0.24,0.048,0.04,0.008,0,0,2,1.456,0.2912,0
55.57,0.2,0.04,0,0,0,0,2,1.44,0.288,0
55.57,0,0,0,0,0.32,0.064,2,1.464,0.2928,0
